i_item_sk,i_item_desc,i_brand,i_class,i_category,i_manufact,i_color,i_units,i_container,i_product_name
1693,"Soon british groups run only english cars; major tables would go","edu packcorp #6","bracelets","Jewelry","oughteing","royal","Oz","Unknown","prin stcallyought"
1698,"Contributions ought to struggle both in a men. Procedures dismiss troubles. Civil cigarettes shall restrain costs; able lines occur. Deaths can go. Friend","edu packbrand #3","estate","Jewelry","ationeingn st","powder","Oz","Unknown","eingn stcallyought"
1718,"Full, indian gr","edu packbrand #7","estate","Jewelry","barcallyought","saddle","Ton","Unknown","eingoughtationought"
1762,"Universities cannot link notes. Possible brothers could not ask joint strategies. Above negative days should not prevail successful, ugly relationships.","edu packbrand #3","estate","Jewelry","eseableanti","olive","Pound","Unknown","ablecallyationought"
1764,"Good measurements go far, wide accidents; much satisfactory ways change sometimes however complete drugs","importocorp #5","diamonds","Jewelry","eseableanti","thistle","Dram","Unknown","esecallyationought"
1765,"Together elderly voices see hard available officers. Soon local women depend clearly in the places; dead agen","scholarbrand #6","custom","Jewelry","n stbaranti","saddle","Bunch","Unknown","anticallyationought"
1775,"Linear responsibilities used to lead sectors. Shots may pull then also outside observati","univbrand #8","jewelry boxes","Jewelry","ationpripri","snow","Ounce","Unknown","antiationationought"
1777,"Beneficial patients work possible","exportibrand #2","loose stones","Jewelry","bareingeing","turquoise","Lb","Unknown","ationationationought"
1779,"Conditions run just various, social positions. Generally variable links run firmly. Small, english customers cannot stop highly. Ce","exportibrand #4","loose stones","Jewelry","antioughtought","puff","Pound","Unknown","n stationationought"
2,"Costs could prove. Industrial, new","amalgamalg #1","dresses","Women","esen stable","rosy","Bunch","Unknown","able"
9,"Other, soviet subjects seem properly times. Only sources will not escape; keys will not know only children. Recent, f","edu packamalg #2","swimwear","Women","barprically","wheat","Tbl","Unknown","n st"
16,"Unquestionably different demands may not turn worldwide false, wide police. Satisfied, littl","importoamalg #1","fragrances","Women","ationoughtought","bisque","Lb","Unknown","callyought"
18,"Neighbouring leaves shall not take functions; powerful, interesting things ma","importoamalg #1","fragrances","Women","ationoughtought","rosy","Carton","Unknown","eingought"
20,"Extremely working exercises meet only managers. Choices might leave. Years could not tell later on a doctors. Ethnic, present surveys alienate already splendid claims. Major, violent records wil","exportiamalg #1","maternity","Women","antin stn st","tan","Gram","Unknown","barable"
24,"Industria","amalgamalg #1","dresses","Women","barcallyable","lime","Ton","Unknown","eseable"
25,"Married, european goods help as also full arts. Local seconds used to d","edu packamalg #2","swimwear","Women","eingpripri","purple","Bundle","Unknown","antiable"
29,"Proposals should pay in a children. Ready times solve well furiously general reports; over national agreements warrant long,","edu packamalg #2","swimwear","Women","callyeingeing","yellow","Carton","Unknown","n stable"
36,"Major, strange officials would not assess bodies. Final, suitable applications must serve towns. Joint boys might question most social, tiny strings. Kn","amalgamalg #1","dresses","Women","priantianti","thistle","Case","Unknown","callypri"
54,"Total styles cannot assume companies. Cases may constitute shops. Local years meet still different, superb players. Delicate, peaceful","amalgamalg #1","dresses","Women","anticallyeing","khaki","Ounce","Unknown","eseanti"
55,"Complete cases shall happen to a generations. Systems must tell sometimes main scenes. Tonnes make still main trees. Different, personal owners become often little important y","edu packamalg #2","swimwear","Women","ationese","ghost","Cup","Unknown","antianti"
69,"Again good payments sep","importoamalg #2","fragrances","Women","callyation","pale","Gross","Unknown","n stcally"
72,"Civil loans put also after a members. Only easy collections fail however directly public da","importoamalg #1","fragrances","Women","antieseese","blush","Ton","Unknown","ableation"
73,"Then critical years could instruct true","exportiamalg #2","maternity","Women","priantically","misty","Tbl","Unknown","priation"
101,"Leaves wait big, interesting minutes. Conventional conferences may","importoamalg #2","fragrances","Women","ablecallyese","thistle","Case","Unknown","oughtbarought"
102,"Different objects could not admit there great languages. Kinds rest on a departments. Quickly possible members may maintain very silly forward terms. Wild, great prices will talk t","edu packamalg #1","swimwear","Women","callyoughteing","white","N/A","Unknown","ablebarought"
110,"Single, possible causes cut more strange, british things; forms create other, loyal thousands. As real scheme","amalgamalg #1","dresses","Women","priantiable","tan","Lb","Unknown","baroughtought"
126,"Democratic houses can","exportiamalg #1","maternity","Women","eingcallyought","yellow","Bundle","Unknown","callyableought"
132,"Cells suit in a users.","importoamalg #1","fragrances","Women","n stesepri","moccasin","Bundle","Unknown","ablepriought"
149,"Soon constitutional provisions might send hot components. Ancient children might","edu packamalg #2","swimwear","Women","ationablecally","honeydew","Oz","Unknown","n steseought"
152,"Circumstances would not turn pieces. Possible supporters ought to date nearly terrible awards. Other, american affa","importoamalg #1","fragrances","Women","prin st","peru","Cup","Unknown","ableantiought"
161,"Legs cannot make much across a children. Well industrial ports see so. Equal, full systems rise police. Labour departments will leave. Political, social","exportiamalg #2","maternity","Women","ationbarable","purple","Dram","Unknown","oughtcallyought"
166,"Different, simple letters will damage","importoamalg #1","fragrances","Women","baroughtpri","salmon","Gross","Unknown","callycallyought"
168,"Eggs count. Opening types enforce areas. Lines put rather years. Active, nasty eyes walk there enough young metres. Possibilities must admit. Arms a","amalgamalg #1","dresses","Women","baroughtpri","yellow","Dozen","Unknown","eingcallyought"
176,"Days might not attend in a aspects. American members ought to continue near seats. Islamic, dramatic spirits will not take yet for a horses. Alone, other parties coul","edu packamalg #1","swimwear","Women","antiantianti","turquoise","Box","Unknown","callyationought"
190,"Sufficient, net procedures help also live spots. Reluctant, traditional","amalgamalg #1","dresses","Women","callyese","snow","Lb","Unknown","barn stought"
195,"Stupid towns say elements. Much important","edu packamalg #2","swimwear","Women","ationation","pale","Gram","Unknown","antin stought"
200,"Brothers must not mean true companies. Ways watch really social, atomic years. Sorts establish","amalgamalg #1","dresses","Women","barese","saddle","N/A","Unknown","barbarable"
210,"Guards cope as for the eyes. Simple, available pools might lighten yesterday of course right stories. As good as civil patterns","exportiamalg #1","maternity","Women","oughtpriable","sky","Ton","Unknown","baroughtable"
211,"Almost other days come then nice, ready tools. Expected flats can destroy now new, damp creatures. Possib","importoamalg #2","fragrances","Women","n steingese","sienna","Lb","Unknown","oughtoughtable"
214,"There other others could not think happily","exportiamalg #1","maternity","Women","eingablecally","tan","Cup","Unknown","eseoughtable"
217,"Special, so-called things talk clinical claims. Global, certain departments should say prices; clearly sudden expenses feel moving winds. More financial years could pro","amalgamalg #2","dresses","Women","barpriought","tan","Dram","Unknown","ationoughtable"
224,"Trials become there; levels go. Groups talk as for the fields. Parts help into a entries. So large matters watch too global chips. Troops sh","edu packamalg #1","swimwear","Women","eseeingcally","sienna","Dozen","Unknown","eseableable"
231,"Accused mistakes will not watch ju","exportiamalg #2","maternity","Women","priablepri","yellow","Case","Unknown","oughtpriable"
241,"Industries should sugg","exportiamalg #2","maternity","Women","callyeingought","metallic","Each","Unknown","oughteseable"
254,"International offices shake actual ministers. New, liable th","edu packamalg #1","swimwear","Women","eingableought","blue","Carton","Unknown","eseantiable"
263,"Years should eat relatively rates.","importoamalg #2","fragrances","Women","n stpri","olive","Bunch","Unknown","pricallyable"
278,"Still early stones","importoamalg #1","fragrances","Women","antieingought","ghost","Tbl","Unknown","eingationable"
280,"Revolutionary masses ought to lie heads. Communications could understand especially traditional others. Free, high doubts c","edu packamalg #1","swimwear","Women","prin stought","peru","Gross","Unknown","bareingable"
290,"Businesses shall like. Concerned, brief languages read. As wrong parties form long about other loans. Possible times forget cultural flowers; so usual households","exportiamalg #1","maternity","Women","ationoughtought","peach","Ton","Unknown","barn stable"
